Source / mod JAR,Namespace,Advancement ID,Native title,Native description / source meaning,Trigger surface,Frame,Parent,Completion significance,Proposed presenter,Proposed INCLUDE/EXCLUDE,Proposal rationale / exclusion reason,Presenter rationale,Reserved by V5 quest (fill after detectors are pinned),Overlord override,Overlord presenter override,Overlord notes
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:combs_and_wax/carve_carvable_wax,Bold and Brash!,Carve all artworks on Carvable Wax block! Use a Shear or Sword to do so!,the_bumblezone:carve_wax,task,the_bumblezone:effects/beenergized_maxed,YES,Gristle,INCLUDE,completion significance (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:combs_and_wax/carve_luminescent_wax,Proper Orientation,Carve any Luminescent Wax block! Use a Shear or Sword to do so!,the_bumblezone:carve_wax,task,the_bumblezone:combs_and_wax/carve_ancient_wax,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:combs_and_wax/comb_cutter_extra_drops,Collecting More Rent From Bees,Collect extra drops from Beehive/Bee Nests with a Comb Cutter tool,the_bumblezone:comb_cutter_extra_drops,task,the_bumblezone:combs_and_wax/craft_beeswax_to_beehive,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:combs_and_wax/comb_cutter_tool,Beeswax Ninja,Get a tool with Comb Cutter enchantment to carve through wax quickly!,inventory_changed,task,the_bumblezone:teleportation/teleport_out_of_bumblezone,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:combs_and_wax/craft_beeswax_to_beehive,It's Free Real Estate! (For Bees),Craft a Bee Nest from Beehive Beeswax,recipe_crafted,task,the_bumblezone:combs_and_wax/comb_cutter_tool,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:combs_and_wax/honey_cocoon_silk_touch,A Delicate Touch,Find a way to gently mine a Honey Cocoon without spilling items everywhere!,the_bumblezone:honey_cocoon_silk_touch,task,the_bumblezone:combs_and_wax/comb_cutter_extra_drops,,Grubbison Jr,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:crystalline_flower/enchant_crystalline_flower,Choosing Wisely,Enchant a Book or Enchanted Book with an Enchantment that costs 5 tiers or more. (Right click Crystalline Flower to open UI),the_bumblezone:enchant_crystalline_flower,task,the_bumblezone:crystalline_flower/grow_crystalline_flower,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:crystalline_flower/grow_crystalline_flower,CONSUME CONSUME CONSUME,Give items and experience to a Crystalline Flower until it is fully grown! (Right click Crystalline Flower to open UI),the_bumblezone:grow_crystalline_flower,task,the_bumblezone:structures/enter_garden,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:decor/craft_string_curtain_recipe,The Late 60s Strikes Back!,Craft any String Curtain!,recipe_crafted,task,the_bumblezone:effects/beenergized_maxed,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:decor/extend_string_curtains,Bee-Blocking Walls,Extend a curtain downward by right clicking with Strings! Blocks bees too!,the_bumblezone:extend_string_curtain,task,the_bumblezone:decor/obtain_all_string_curtains,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:decor/obtain_all_banner_patterns,Fashion Fad!,Wow! You collected all Bumblezone's Banner Pattern items!,inventory_changed,challenge,the_bumblezone:music_discs/obtain_all_music_discs,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:decor/obtain_all_string_curtains,Rainbow Curtains!!!,Collect all the colors of String Curtains by using dyes in the recipe,inventory_changed,task,the_bumblezone:decor/craft_string_curtain_recipe,YES,Gristle,INCLUDE,completion significance (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:dirt_pellet/dirt_pellet_kill_phantom,Sky Smackdown,Kill a Phantom with thrown Dirt Pellets,player_killed_entity,task,the_bumblezone:dirt_pellet/dirt_pellet_return_to_sender,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:dirt_pellet/dirt_pellet_return_to_sender,A Dirty Return,Smack a Dirt Pellet back to a Rootmin,player_hurt_entity,task,the_bumblezone:rootmin/rootmin_flower_swap,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/bee_hit_wrath_of_the_hive,NOT THE BEEEEEES!!!,Make the mistake of attacking a bee while under the Wrath of the Hive effect,the_bumblezone:bee_hit_wrath_of_the_hive,task,the_bumblezone:effects/protection_of_the_hive_defense,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/beenergized_maxed,Speedy Buzzy Bees!,Feed Bee Bread to Bees until they are maximum speed! Zoom! Perhaps can be made from honey and pollen...,the_bumblezone:beenergized_maxed,task,the_bumblezone:effects/food_removed_wrath_of_the_hive,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/brew_bee_soup,Brewing Danger,Brew a Potion of Neurotoxin! Perhaps Bee Soup could be refined in Brewing Stands...,brewed_potion,task,the_bumblezone:effects/consume_bee_soup,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/brew_bee_stinger,Concentrated Toxins,Brew a Potion of Long Poison! Perhaps Bee Stingers could be refined in Brewing Stands...,brewed_potion,task,the_bumblezone:tools/bee_stinger_paralysis,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/brew_glistering_honey_crystal_block,Cheating Chances!,Brew a Potion of Luck! Perhaps a Glistering Honey Crystal block can help...,brewed_potion,task,the_bumblezone:honey_crystal/obtain_glistering_honey_crystal_block,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/consume_bee_soup,A Stingy Delicacy,Slurp up some Bee Soup for wild status effects!,consume_item,task,the_bumblezone:combs_and_wax/comb_cutter_extra_drops,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/food_removed_wrath_of_the_hive,A Honey Offering Of Peace,Appease the angry swarm of bees with food... if you can survive...,the_bumblezone:food_removed_wrath_of_the_hive,task,the_bumblezone:effects/bee_hit_wrath_of_the_hive,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/getting_protection,Winning Favors,Feed a Honeycomb Brood Block or a Bee until you get Protection of the Hive effect!,the_bumblezone:getting_protection,task,the_bumblezone:teleportation/teleport_out_of_bumblezone,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/honey_permission,No more Wrath! Only friendship!,"While Protection of the Hive effect is on, collect honey from Filled Porous Honeycomb Block or mine a Honey Block.",the_bumblezone:honey_permission,task,the_bumblezone:effects/getting_protection,,Grubbison Jr,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:effects/protection_of_the_hive_defense,BEHOLD! My Bees!,Unleash bees onto whoever was unfortunate to attack you while you have Protection of the Hive effect,the_bumblezone:protection_of_the_hive_defense,task,the_bumblezone:effects/honey_permission,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:essence/bee_essence_infusion,"Hope, Love, Dreams, and BEES!!!",Consume an Essence of the Bees! Congratulations on beating Queen's Desire quest!,consume_item,challenge,the_bumblezone:structures/enter_throne_pillar,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:essence/essence_calming,Peace and Love,Defeat the Blue Sempiternal Sanctum special event!,the_bumblezone:essence_event_reward,challenge,the_bumblezone:essence/essence_knowing,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:essence/essence_continuity,Reality Glitch,Defeat the White Sempiternal Sanctum special event!,the_bumblezone:essence_event_reward,challenge,the_bumblezone:essence/essence_radiance,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:essence/essence_knowing,The All-Seeing,Defeat the Purple Sempiternal Sanctum special event!,the_bumblezone:essence_event_reward,challenge,the_bumblezone:essence/essence_raging,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:essence/essence_life,Blessings of Life,Defeat the Green Sempiternal Sanctum special event!,the_bumblezone:essence_event_reward,challenge,the_bumblezone:essence/essence_calming,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:essence/essence_radiance,Solar Powered,Defeat the Yellow Sempiternal Sanctum special event!,the_bumblezone:essence_event_reward,challenge,the_bumblezone:essence/essence_life,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:essence/essence_raging,Unstoppable Anger,Defeat the Red Sempiternal Sanctum special event!,the_bumblezone:essence_event_reward,challenge,the_bumblezone:structures/enter_sempiternal_sanctum,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_bucket/drink_royal_jelly_bottle,Gaining Royal Powers,Consume a Royal Jelly Bottle and become empowered! (Obtained from Bee Queen's advancement line),consume_item,task,the_bumblezone:structures/enter_throne_pillar,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_bucket/honey_bucket_bee_grow,Quick To Grow Up!,Make a baby bee grow up instantly when fed,the_bumblezone:honey_bucket_bee_grow,task,the_bumblezone:honey_bucket/honey_bucket_bee_love,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_bucket/honey_bucket_bee_love,Love Is A-Buzzing!,Use Honey Bucket to make a group of adult Bees be in love!,the_bumblezone:honey_bucket_bee_love,task,the_bumblezone:honey_bucket/obtain_honey_bucket,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_bucket/honey_bucket_brood,Bee Farmer,Grow bee larva in certain brood blocks with Honey Buckets,the_bumblezone:honey_bucket_brood,task,the_bumblezone:honey_bucket/honey_bucket_bee_grow,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_bucket/obtain_honey_bucket,MOAR HONEEEEY!!!,Get a Bucket of Honey!,inventory_changed,task,the_bumblezone:teleportation/teleport_out_of_bumblezone,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_bucket/obtain_royal_jelly_bucket,Masterful Collector,Obtain a bucket of Royal Jelly. Seems the Bee Queen would love some...,inventory_changed,task,the_bumblezone:honey_bucket/drink_royal_jelly_bottle,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_bucket/royal_jelly_block_piston,PULL! NO PUSH!,Place a block of Royal Jelly next to a Sticky Piston,the_bumblezone:royal_jelly_block_piston,task,the_bumblezone:honey_bucket/obtain_royal_jelly_bucket,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal/cleanup_honey_web,Clean Freak!,Wash away a web of honey with a web sponge!,the_bumblezone:cleanup_honey_web,task,the_bumblezone:honey_crystal/cleanup_sticky_honey_residue,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal/cleanup_sticky_honey_residue,A Stickier Situation!,"Cleanup a sticky residue or web mess of honey with a Wet Sponge, Water Bucket, or Water Bottle",the_bumblezone:cleanup_sticky_honey_residue,task,the_bumblezone:honey_crystal/obtain_sticky_honey_redstone,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal/consume_honey_crystal_shards,Teeth Shattering Snacks,Bite into a hard shard of Honey Crystal,consume_item,task,the_bumblezone:effects/beenergized_maxed,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal/obtain_glistering_honey_crystal_block,Let there be light!,Obtain Glistering Honey Crystal block as an item without breaking it. Might require a gentle touch...,inventory_changed,task,the_bumblezone:honey_crystal/obtain_honey_crystal_block,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal/obtain_honey_crystal_block,A Beeutiful Crystal!,Figure out how to obtain the fragile Honey Crystal block as an item. Perhaps a delicate touch...,inventory_changed,task,the_bumblezone:honey_crystal/consume_honey_crystal_shards,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal/obtain_sticky_honey_redstone,Thinking With Honey!,Combine a sticky residue of honey with Redstone,inventory_changed,task,the_bumblezone:honey_crystal/obtain_sticky_honey_residue,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal/obtain_sticky_honey_residue,Honey Recycler,Repurpose honey items by smelting them down,inventory_changed,task,the_bumblezone:honey_crystal/consume_honey_crystal_shards,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal/trigger_redstone_honey_web,The Power Of Sticky!,Generate Redstone power from a special web of honey,the_bumblezone:trigger_redstone_honey_web,task,the_bumblezone:honey_crystal/cleanup_honey_web,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal_shield/honey_crystal_shield_block_ineffectively,Unblockable Offense Won!,Find one of the weaknesses of Honey Crystal Shields other than Axes,the_bumblezone:honey_crystal_shield_block_ineffectively,task,the_bumblezone:honey_crystal_shield/obtain_honey_crystal_shield,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal_shield/obtain_honey_crystal_shield,An Unbeeatable Defense!,Craft or find a shield made of honey crystals,inventory_changed,task,the_bumblezone:armor/warrior_bee,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_crystal_shield/obtain_maxed_honey_crystal_shield,Grand Hive Defender,Forge the strongest Honey Crystal Shield possible at an Anvil! Takes lots of repairing!,inventory_changed,challenge,the_bumblezone:honey_crystal_shield/honey_crystal_shield_block_ineffectively,,Giblet the Sixth,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_slime/honey_slime_creation,The Honey Is Alive!,Infused a Slime with honey!,the_bumblezone:honey_slime_creation,task,the_bumblezone:honey_bucket/obtain_honey_bucket,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:honey_slime/honey_slime_harvest,Who Needs Bees???,Harvest the honey from a Honey Slime,the_bumblezone:honey_slime_harvest,task,the_bumblezone:honey_slime/honey_slime_creation,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:music_discs/obtain_all_music_discs,Gotta Hive a Dance!,Obtain all Bee-themed music discs!,inventory_changed,challenge,the_bumblezone:teleportation/teleport_out_of_bumblezone,YES,Quaver,INCLUDE,completion significance (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_pile/brush_pollen_pollen_suspicious,Strange Artifacts...,Brush a Suspicious Pile of Pollen,player_generates_container_loot,task,the_bumblezone:pollen_pile/hide_in_pollen_pile,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_pile/fall_onto_pollen_pile,Stuffy Nose & No Broken Knees!,Perform a high trust fall into thick Piles of Pollen!,the_bumblezone:fall_onto_pollen_pile,task,the_bumblezone:pollen_puff/bee_drop_pollen_puff,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_pile/hide_in_pollen_pile,Tactical Pollen,Hide yourself in deep Piles of Pollen,effects_changed,task,the_bumblezone:pollen_pile/fall_onto_pollen_pile,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_puff/bee_drop_pollen_puff,Bee Clean!,"Wash the pollen off of a bee with a Wet Sponge, Water Bucket, or Water Bottle",the_bumblezone:bee_drop_pollen_puff,task,the_bumblezone:effects/beenergized_maxed,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_puff/pollen_puff_fireball,Unbeelievably Ineffective!,Fight a Ghast's Fireball with a ball of pollen!,the_bumblezone:pollen_puff_fireball,task,the_bumblezone:pollen_puff/pollen_puff_panda,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_puff/pollen_puff_mooshroom,"Mushrooms, flowers, same thing",Pollinate a Mooshroom and spawn a mushroom!,the_bumblezone:pollen_puff_mooshroom,task,the_bumblezone:pollen_puff/pollen_puff_fireball,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_puff/pollen_puff_panda,Bless You Panda!,Make a Panda suffer seasonal allergies!,the_bumblezone:pollen_puff_panda,task,the_bumblezone:pollen_puff/pollen_puff_pollinate_tall_flower,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_puff/pollen_puff_pollinate_bee,A Beeball Homerun!,Play catch with an unpollinated bee by throwing pollen at it!,the_bumblezone:pollen_puff_pollinate_bee,task,the_bumblezone:pollen_puff/bee_drop_pollen_puff,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:pollen_puff/pollen_puff_pollinate_tall_flower,Beetastic Pollinator,Make more tall flowers by pollinating them with Pollen Puff!,the_bumblezone:pollen_puff_pollinate_tall_flower,task,the_bumblezone:pollen_puff/pollen_puff_pollinate_bee,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:root,The Bumblezone Mod,See the rest of the advancements to learn what to do with this mod!,tick,task,,,Gnarl,INCLUDE,domain entry milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:rootmin/rootmin_flower_swap,Floral Sharing,"With bee armor on, right click a Rootmin while holding a small or tall flower",the_bumblezone:rootmin_flower_swap,task,the_bumblezone:honey_slime/honey_slime_harvest,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:rootmin/rootmin_rainbow_name,WHAT DOES IT MEAN?!,"Give a Rootmin the name of ""jeb_"" with a Name Tag",player_interacted_with_entity,task,the_bumblezone:rootmin/rootmin_flower_swap,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:sentry_watcher/sentry_watcher_use_egg,Personal Guardian,Craft and use a Sentry Watcher Spawn Egg! It will not charge at the person who spawned it.,the_bumblezone:sentry_watcher_spawn_egg_used,task,the_bumblezone:combs_and_wax/carve_luminescent_wax,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:stinger_spear/obtain_stinger_spear,A weapon to surpass...,Find and get a spear with a bee stinger on the end of it,inventory_changed,task,the_bumblezone:armor/warrior_bee,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:stinger_spear/stinger_spear_long_range_kill,A Worthy Javelin Throw,Yeet a Stinger Spear over a massive distance and kill a mob,the_bumblezone:stinger_spear_long_range_kill,task,the_bumblezone:stinger_spear/stinger_spear_paralyze_boss,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:stinger_spear/stinger_spear_paralyze_boss,Getting Favorable Odds,Inflict paralysis on a very high health mob by using a Neurotoxin enchanted Stinger Spear!,the_bumblezone:stinger_spear_paralyze_boss,task,the_bumblezone:stinger_spear/stinger_spear_paralyzing,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:stinger_spear/stinger_spear_paralyzing,Stopped in its Tracks!,Inflict paralysis on a victim by using a Neurotoxin enchanted Stinger Spear!,the_bumblezone:stinger_spear_paralyzing,task,the_bumblezone:stinger_spear/stinger_spear_poisoning,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:stinger_spear/stinger_spear_poisoning,Being the Bee!,Inflict poison on a victim by using a Stinger Spear!,the_bumblezone:stinger_spear_poisoning,task,the_bumblezone:stinger_spear/obtain_stinger_spear,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:structures/enter_all_structures,Sightbee-er,Incredible! You discovered all structures that Bumblezone has!,location,challenge,the_bumblezone:music_discs/obtain_all_music_discs,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:structures/enter_cell_maze,Lost in the Cells,Find and enter a Cell Maze structure! (Be careful if you don't have Protection of the Hive effect!),location,task,the_bumblezone:tools/honey_compass_use,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:structures/enter_garden,The Gardener and the Bees,Look up! You may find a large garden structure hanging down!,location,task,the_bumblezone:structures/enter_cell_maze,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:structures/enter_sempiternal_sanctum,Ancient Origins,Discover and enter any Sempiternal Sanctum after consuming Essence of the Bees,the_bumblezone:sempiternal_sanctum_enter_with_bee_essence,task,the_bumblezone:essence/bee_essence_infusion,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:structures/enter_throne_pillar,Royal Presence,Find and enter a Throne Pillar structure! (Use throne-locating compasses from other structures),location,task,the_bumblezone:tools/obtain_throne_honey_compass,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:sugar_water/consume_sugar_water_bottle,Sugar Rush!!!,Chug down some sweet tasting sugar water,consume_item,task,the_bumblezone:sugar_water/sugar_water_next_to_sugar_cane,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:sugar_water/obtain_sugar_infused_stones,Sugarology,Obtain strange stone blocks that are infused with sugar. Perhaps cooling lava with a sugary liquid could work... Try both source and flowing liquids...,inventory_changed,task,the_bumblezone:sugar_water/consume_sugar_water_bottle,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:sugar_water/sugar_water_next_to_sugar_cane,Soon... It'll All Be Sugar Canes!,Place Sugar Water source block next to an existing Sugar Cane block,the_bumblezone:sugar_water_next_to_sugar_cane,task,the_bumblezone:effects/beenergized_maxed,YES,Gristle,INCLUDE,completion significance (Q210),event theme (Q212),,,,
